codlogradouro;nome_logradouro_concatenado;nome_oficial_logradouro;nome_logradouro_resumido;cod_indica_pavimentacao;desc_indica_pavimentacao;indica_corredor_transporte;indica_perimetral;codbairro;nomeBairro
75434;VDO PRESIDENTE MEDICI;Viaduto Presidente Médici;Vdo Pres Médici;S;Via Pavimentada;;;272;TORREAO
75442;PTE AURELIO DE CASTRO CAVALCANTI;Ponte Aurélio de Castro Cavalcanti;Pte Aurélio de Castro Cavalcanti;S;Via Pavimentada;;;205;BOA VIAGEM
75450;RUA MONSENHOR NIVALDO ESTELLA DE MELLO;Rua Monsenhor Nivaldo Estella de Mello;R. Monsenhor Nivaldo Estella de Mello;X;Não definida;;;167;GRACAS
75469;VDO CAXANGA;Viaduto Caxangá;Vdo Caxangá;S;Via Pavimentada;;;736;VARZEA
75469;VDO CAXANGA;Viaduto Caxangá;Vdo Caxangá;S;Via Pavimentada;;;698;IPUTINGA
75477;VDO DOIS IRMAOS;Viaduto Dois Irmãos;Vdo Dois Irmãos;S;Via Pavimentada;;;590;DOIS IRMAOS
75485;RUA PROFESSOR ALOISIO MAGALHAES;Rua Professor Aloísio Magalhães;R. Prof Aloisio Magalhães;S;Via Pavimentada;;;19;RECIFE
75507;RUA GURUPE MIRIM;Rua Gurupé Mirim;R. Gurupé Mirim;S;Via Pavimentada;;;388;LINHA DO TIRO
75507;RUA GURUPE MIRIM;Rua Gurupé Mirim;R. Gurupé Mirim;S;Via Pavimentada;;;540;ALTO JOSE BONIFACIO
75515;RUA GOUVELANDIA;Rua Gouvelândia;R. Gouvelandia;X;Não definida;;;540;ALTO JOSE BONIFACIO
75531;RUA ALUIZIO PERIQUITO;Rua Aluizio Periquito;R. Aluizio Periquito;S;Via Pavimentada;;;19;RECIFE
75540;PRC FREI CANECA;Praça Frei Caneca;Prc Frei Caneca;S;Via Pavimentada;;;35;SAO JOSE
75558;RUA JOSEFA PAES DE CARVALHO;Rua Josefa Paes de Carvalho;R. Josefa Paes de Carvalho;X;Não definida;;;27;SANTO ANTONIO
75566;RUA DOUTOR MOACIR BARACHO;Rua Doutor Moacir Baracho;R. Dr Moacir Baracho;S;Via Pavimentada;;;27;SANTO ANTONIO
75574;RUA DOUTOR JOSE HENRIQUE WANDERLEY;Rua Doutor José Henrique Wanderley;R. Dr José Henrique Wanderley;S;Via Pavimentada;;;27;SANTO ANTONIO
75590;TRV DA TRINDADE;Travessa da Trindade;Trv da Trindade;S;Via Pavimentada;;;35;SAO JOSE
75604;RUA NILSON SABINO PINHO;Rua Nilson Sabino Pinho;R. Nilson Sabino Pinho;S;Via Pavimentada;;;35;SAO JOSE
75620;RUA NOVA DA CABANGA;Rua Nova da Cabanga;R. Nova da Cabanga;P;Via Parcialmente Pavimentada;;;51;CABANGA
75639;RUA S D 4038;Rua S D 4038;R. S D 4038;S;Via Pavimentada;;;35;SAO JOSE
75639;RUA S D 4038;Rua S D 4038;R. S D 4038;S;Via Pavimentada;;;51;CABANGA
75647;RUA SAO JOAO DA LAGOA;Rua São João da Lagoa;R. São João da Lagoa;P;Via Parcialmente Pavimentada;;;906;SANCHO
75663;RUA IRAMAIA;Rua Iramaia;R. Iramaia;S;Via Pavimentada;;;60;COELHOS
75671;RUA SAO BENTO DO SUL;Rua São Bento do Sul;R. São Bento do Sul;X;Não definida;;;779;AFOGADOS
75680;RUA PROFESSOR MIRANDA CURIO;Rua Professor Miranda Curió;R. Prof Miranda Curio;P;Via Parcialmente Pavimentada;;;302;HIPODROMO
75680;RUA PROFESSOR MIRANDA CURIO;Rua Professor Miranda Curió;R. Prof Miranda Curio;P;Via Parcialmente Pavimentada;;;175;ENCRUZILHADA
75698;PRC ODILIA FREIRE DOS SANTOS;Praça Odília Freire dos Santos;Prc Odilia Freire Dos Santos;S;Via Pavimentada;;;86;BOA VISTA
75710;TRV CORREIA NETO;Travessa Correia Neto;Trv Correia Neto;S;Via Pavimentada;;;108;SANTO AMARO
75736;RUA SANTO HILARIO;Rua Santo Hilário;R. Santo Hilario;X;Não definida;;;906;SANCHO
75744;RUA DR OSVALDO LIMA;Rua Dr Osvaldo Lima;R. Dr Osvaldo Lima;S;Via Pavimentada;;;140;DERBY
75752;TRV DO CAIS DA DETENCAO;Travessa do Cais da Detenção;Trv do Cais da Detencao;S;Via Pavimentada;;;35;SAO JOSE
75752;TRV DO CAIS DA DETENCAO;Travessa do Cais da Detenção;Trv do Cais da Detencao;S;Via Pavimentada;;;27;SANTO ANTONIO
75760;RUA BRIGADEIRO CYRO;Rua Brigadeiro Cyro;R. Brigadeiro Cyro;S;Via Pavimentada;;;205;BOA VIAGEM
75779;RUA PONTE DE PEDRA;Rua Ponte de Pedra;R. Ponte de Pedra;X;Não definida;;;906;SANCHO
75787;RUA S D 7579;Rua S D 7579;R. S D 7579;S;Via Pavimentada;;;540;ALTO JOSE BONIFACIO
75809;1TR FREI CASSIMIRO;1ª Travessa Frei Cassimiro;1Tr Frei Cassimiro;S;Via Pavimentada;;;108;SANTO AMARO
75825;RUA AMARO RIBEIRO;Rua Amaro Ribeiro;R. Amaro Ribeiro;N;Via Não Pavimentada;;;906;SANCHO
75825;RUA AMARO RIBEIRO;Rua Amaro Ribeiro;R. Amaro Ribeiro;N;Via Não Pavimentada;;;892;TEJIPIO
75833;RUA BELO VALE;Rua Belo Vale;R. Belo Vale;P;Via Parcialmente Pavimentada;;;906;SANCHO
75833;RUA BELO VALE;Rua Belo Vale;R. Belo Vale;P;Via Parcialmente Pavimentada;;;892;TEJIPIO
75850;SUB DO CAJUEIRO;Subida do Cajueiro;Sub do Cajueiro;S;Via Pavimentada;;;566;NOVA DESCOBERTA
75868;RUA DA CLARAVAL;Rua da Claraval;R. da Claraval;S;Via Pavimentada;;;566;NOVA DESCOBERTA
75876;RUA NOVA ARACA;Rua Nova Araçá;R. Nova Araca;X;Não definida;;;752;CURADO
75884;RUA NOVA CULTURA;Rua Nova Cultura;R. Nova Cultura;S;Via Pavimentada;;;752;CURADO
75914;RUA NOVA PRATA;Rua Nova Prata;R. Nova Prata;X;Não definida;;;752;CURADO
75949;RUA PANTANO;Rua Pântano;R. Pantano;X;Não definida;;;752;CURADO
75973;RUA PARAPUI;Rua Parapui;R. Parapui;X;Não definida;;;752;CURADO
75981;RUA S D 1053;Rua S D 1053;R. S D 1053;X;Não definida;;;566;NOVA DESCOBERTA
76007;RUA DOIS RIOS;Rua Dois Rios;R. Dois Rios;N;Via Não Pavimentada;;;272;TORREAO
76007;RUA DOIS RIOS;Rua Dois Rios;R. Dois Rios;N;Via Não Pavimentada;;;280;CAMPO GRANDE
76015;RUA PINHEIRAL;Rua Pinheiral;R. Pinheiral;X;Não definida;;;752;CURADO
76023;RUA S D 1055;Rua S D 1055;R. S D 1055;X;Não definida;;;566;NOVA DESCOBERTA
76031;RUA PINHALZINHO;Rua Pinhalzinho;R. Pinhalzinho;X;Não definida;;;752;CURADO
76040;RUA PIRAPOZINHO;Rua Pirapozinho;R. Pirapozinho;X;Não definida;;;752;CURADO
76058;RUA ENGENHEIRO ESTEVAM MARINHO;Rua Engenheiro Estevam Marinho;R. Eng Estevam Marinho;S;Via Pavimentada;;;35;SAO JOSE
76066;LGO VISCONDE DE MAUA;Largo Visconde de Mauá;Lgo Visc. de Mauá;S;Via Pavimentada;;;183;ROSARINHO
76074;RUA PARANAPUA;Rua Paranapuã;R. Paranapua;S;Via Pavimentada;;;752;CURADO
76082;PRC PRESIDENTE KENNEDY;Praça Presidente Kennedy;Prc Pres Kennedy;S;Via Pavimentada;;;221;JORDAO
76090;RUA SOLDADO SINESIO DE ARAGAO;Rua Soldado Sinésio de Aragão;R. Soldado Sinesio de Aragao;S;Via Pavimentada;;;264;IMBIRIBEIRA
76120;RUA PASTOR JOSE AMARO DA SILVA;Rua Pastor José Amaro da Silva;R. Pastor José Amaro da Silva;S;Via Pavimentada;;;205;BOA VIAGEM
76139;RUA EMBAIXADOR NEGRAO DE LIMA;Rua Embaixador Negrao de Lima;R. Embaixador Negrao de Lima;P;Via Parcialmente Pavimentada;;;264;IMBIRIBEIRA
76147;RUA SAO JOAO;Rua São João;R. São João;N;Via Não Pavimentada;;;280;CAMPO GRANDE
76155;RUA DAS CRIANÇAS;Rua das Crianças;R. das Crianças;S;Via Pavimentada;;;280;CAMPO GRANDE
76163;RUA QUATITUBA;Rua Quatituba;R. Quatituba;S;Via Pavimentada;;;752;CURADO
76171;RUA IGARAPE;Rua Igarapé;R. Igarape;S;Via Pavimentada;;;388;LINHA DO TIRO
76210;5TR SODRELANDIA;5º Travessa Sodrelândia;5º Trv Sodrelândia;S;Via Pavimentada;;;388;LINHA DO TIRO
76228;RUA ITAPESSOCA;Rua Itapessoca;R. Itapessoca;S;Via Pavimentada;;;388;LINHA DO TIRO
76244;RUA ITAJACY;Rua Itajacy;R. Itajacy;S;Via Pavimentada;;;540;ALTO JOSE BONIFACIO
76252;RUA JESUANIA;Rua Jesuânia;R. Jesuania;S;Via Pavimentada;;;558;VASCO DA GAMA
76260;TRV FREDERICO OZANAN;Travessa Frederico Ozanan;Trv Frederico Ozanan;S;Via Pavimentada;;;558;VASCO DA GAMA
76279;1TR FREDERICO OZANAN;1ª Travessa Frederico Ozanan;1Tr Frederico Ozanan;S;Via Pavimentada;;;558;VASCO DA GAMA
76287;4TR FREDERICO OZANAN;4ª Travessa Frederico Ozanan;4Tr Frederico Ozanan;S;Via Pavimentada;;;558;VASCO DA GAMA
76295;1TR ALTO DO EUCALIPTO;1ª Travessa Alto do Eucalipto;1Tr Alto do Eucalipto;S;Via Pavimentada;;;558;VASCO DA GAMA
76309;RUA BOA ESPERANCA;Rua Boa Esperança;R. Boa Esperanca;S;Via Pavimentada;;;396;DOIS UNIDOS
76317;RUA CLOVIS PEIXOTO;Rua Clovis Peixoto;R. Clovis Peixoto;S;Via Pavimentada;;;558;VASCO DA GAMA
77275;RUA MONTE SIAO;Rua Monte Sião;R. Monte Siao;S;Via Pavimentada;;;884;COHAB
76325;RUA BELA VISTA;Rua Bela Vista;R. Bela Vista;S;Via Pavimentada;;;540;ALTO JOSE BONIFACIO
76333;VIL LAGOA DA CANOA;Vila Lagoa da Canoa;Vil Lagoa da Canoa;N;Via Não Pavimentada;;;558;VASCO DA GAMA
76341;RUA PEDRA LAVRADA;Rua Pedra Lavrada;R. Pedra Lavrada;S;Via Pavimentada;;;558;VASCO DA GAMA
76350;RUA SANTO ANTONIO;Rua Santo Antônio;R. Santo Antônio;P;Via Parcialmente Pavimentada;;;396;DOIS UNIDOS
76368;TRV ENGENHO CANTO ALEGRE;Travessa Engenho Canto Alegre;Trv Engenho Canto Alegre;N;Via Não Pavimentada;;;264;IMBIRIBEIRA
76376;RUA PHILARETTE CARNEIRO NOBRE DE LACERDA;Rua Philarette Carneiro Nobre de Lacerda;R. Philarette Carneiro Nobre de Lacerda;P;Via Parcialmente Pavimentada;;;264;IMBIRIBEIRA
76392;RUA CAPITAO WALTER HENRIQUE;Rua Capitão Walter Henrique;R. Cap Walter Henrique;S;Via Pavimentada;;;264;IMBIRIBEIRA
76406;RUA FROIS;Rua Frois;R. Frois;N;Via Não Pavimentada;;;787;MUSTARDINHA
76414;RUA SAO PEDRO;Rua São Pedro;R. São Pedro;N;Via Não Pavimentada;;;396;DOIS UNIDOS
76422;PRC DO JORDAO;Praça do Jordão;Prc do Jordao;S;Via Pavimentada;;;221;JORDAO
76422;PRC DO JORDAO;Praça do Jordão;Prc do Jordao;S;Via Pavimentada;;;230;IBURA
76430;RUA VINTE E DOIS DE JULHO;Rua Vinte e Dois de Julho;R. Vinte e Dois de Julho;X;Não definida;;;558;VASCO DA GAMA
76457;RUA SAO JOSE;Rua São José;R. São José;N;Via Não Pavimentada;;;396;DOIS UNIDOS
76473;RUA VINTE E TRES DE AGOSTO;Rua Vinte e Três de Agosto;R. Vinte e Tres de Agosto;S;Via Pavimentada;;;558;VASCO DA GAMA
76562;TRV ENCANTA MOCA;Travessa Encanta Moça;Trv Encanta Moça;S;Via Pavimentada;;;248;PINA
76570;LGO DO ENCANTA MOCA;Largo do Encanta Moça;Lgo do Encanta Moça;S;Via Pavimentada;;;248;PINA
76589;RUA DOUTOR JOSE AZEVEDO DE MENEZES;Rua Doutor José Azevedo de Menezes;R. Dr José Azevedo de Menezes;P;Via Parcialmente Pavimentada;;;396;DOIS UNIDOS
76597;RUA JOSE LUIZ VIEIRA;Rua José Luiz Vieira;R. José Luiz Vieira;S;Via Pavimentada;;;396;DOIS UNIDOS
76600;RUA BOAVENTURA RODRIGUES;Rua Boaventura Rodrigues;R. Boaventura Rodrigues;S;Via Pavimentada;;;248;PINA
76619;TRV RIO CORRENTE;Travessa Rio Corrente;Trv Rio Corrente;N;Via Não Pavimentada;;;388;LINHA DO TIRO
76635;RUA VAZANTE;Rua Vazante;R. Vazante;N;Via Não Pavimentada;;;698;IPUTINGA
76643;RUA SITIO GRANDE;Rua Sitio Grande;R. Sítio Grande;S;Via Pavimentada;;;264;IMBIRIBEIRA
76660;RUA DR JOSE PACIFICO PEREIRA;Rua Doutor José Pacífico Pereira;R. Dr José Pacifico Pereira;S;Via Pavimentada;;;205;BOA VIAGEM
76678;RUA DR ASTROGILDO ALVES DE CARVALHO;Rua Doutor Astrogildo Alves de Carvalho;R. Dr Astrogildo Alves de Carvalho;S;Via Pavimentada;;;256;BRASILIA TEIMOSA
76686;TRV JOSE RODRIGUES DA ROCHA;Travessa José Rodrigues da Rocha;Trv José Rodrigues da Rocha;S;Via Pavimentada;;;256;BRASILIA TEIMOSA
76694;RUA GUATA;Rua Guatá;R. Guata;N;Via Não Pavimentada;;;256;BRASILIA TEIMOSA
76708;RUA NANUQUE;Rua Nanuque;R. Nanuque;X;Não definida;;;256;BRASILIA TEIMOSA
76716;BEC BRAZOPOLIS;Beco Brazópolis;Bec Brazópolis;P;Via Parcialmente Pavimentada;;;256;BRASILIA TEIMOSA
76724;TRV ALAGOINHA;Travessa Alagoinha;Trv Alagoinha;S;Via Pavimentada;;;256;BRASILIA TEIMOSA
76732;RUA SANTANA DE MANGUEIRA;Rua Santana de Mangueira;R. Santana de Mangueira;N;Via Não Pavimentada;;;698;IPUTINGA
76759;RUA CUITEGI;Rua Cuitegi;R. Cuitegi;N;Via Não Pavimentada;;;698;IPUTINGA
76767;RUA TACIMA;Rua Tacima;R. Tacima;N;Via Não Pavimentada;;;698;IPUTINGA
76775;RUA CACILDA IOLANDA PORCIUNCULA;Rua Cacilda Iolanda Porciúncula;R. Cacilda Iolanda Porciuncula;S;Via Pavimentada;;;248;PINA
76821;PRC ABELARDO BALTAR;Praça Abelardo Baltar;Prc Abelardo Baltar;S;Via Pavimentada;;;256;BRASILIA TEIMOSA
76821;PRC ABELARDO BALTAR;Praça Abelardo Baltar;Prc Abelardo Baltar;S;Via Pavimentada;;;248;PINA
76830;RUA BERTOLINA;Rua Bertolina;R. Bertolina;S;Via Pavimentada;;;256;BRASILIA TEIMOSA
76830;RUA BERTOLINA;Rua Bertolina;R. Bertolina;S;Via Pavimentada;;;248;PINA
76864;RUA UMARI;Rua Umari;R. Umari;N;Via Não Pavimentada;;;698;IPUTINGA
76880;2TR DA LINHA NOVA;2ª Travessa da Linha Nova;2Tr da Linha Nova;X;Não definida;;;922;COQUEIRAL
76902;RUA DO TRIANGULO;Rua do Triângulo;R. do Triangulo;S;Via Pavimentada;;;922;COQUEIRAL
76910;RUA S D 7691;Rua S D 7691;R. S D 7691;X;Não definida;;;590;DOIS IRMAOS
76910;RUA S D 7691;Rua S D 7691;R. S D 7691;X;Não definida;;;604;SITIO DOS PINTOS
76929;RUA JOAO BANDEIRA DE MELO;Rua João Bandeira de Melo;R. João Bandeira de Melo;S;Via Pavimentada;;;248;PINA
76937;RUA CURIMATAU;Rua Curimatau;R. Curimatau;N;Via Não Pavimentada;;;698;IPUTINGA
76961;AV MINISTRO APOLONIO SALES;Avenida Ministro Apolônio Sales;Av Min Apolonio Sales;S;Via Pavimentada;;;221;JORDAO
76988;RUA PRESIDENTE KENNEDY;Rua Presidente Kennedy;R. Pres Kennedy;P;Via Parcialmente Pavimentada;;;221;JORDAO
76996;TRV PRESIDENTE KENNEDY;Travessa Presidente Kennedy;Trv Pres Kennedy;N;Via Não Pavimentada;;;221;JORDAO
77003;RUA CARACATUBA;Rua Caraçatuba;R. Caracatuba;P;Via Parcialmente Pavimentada;;;248;PINA
77020;RUA S D 1094;Rua S D 1094;R. S D 1094;S;Via Pavimentada;;;205;BOA VIAGEM
77038;RUA S D 1095;Rua S D 1095;R. S D 1095;S;Via Pavimentada;;;205;BOA VIAGEM
77046;RUA S D 1096;Rua S D 1096;R. S D 1096;S;Via Pavimentada;;;205;BOA VIAGEM
77054;TRV JOSE HIPOLITO CARDOSO;Travessa José Hipólito Cardoso;Trv José Hipolito Cardoso;N;Via Não Pavimentada;;;205;BOA VIAGEM
77062;RUA DINAMERICO FAY DE ANDRADE;Rua Dinamérico Fay de Andrade;R. Dinamérico Fay de Andrade;S;Via Pavimentada;;;205;BOA VIAGEM
77089;TRV ROSINA BAZANTE;Travessa Rosina Bazante;Trv Rosina Bazante;S;Via Pavimentada;;;558;VASCO DA GAMA
77119;RUA CORONEL AVIADOR ROBERTO PESSOA RAMOS;Rua Coronel Aviador Roberto Pessoa Ramos;R. Cel Aviador Roberto Pessoa Ramos;N;Via Não Pavimentada;;;205;BOA VIAGEM
77127;RUA CAPITAO LOPES BRAGANCA;Rua Capitão Lopes Bragança;R. Cap Lopes Braganca;S;Via Pavimentada;;;205;BOA VIAGEM
77143;RUA CORINTHO DE ARRUDA FALCAO;Rua Corintho de Arruda Falcão;R. Corintho de Arruda Falcao;N;Via Não Pavimentada;;;698;IPUTINGA
77194;RUA BALTAZAR GONCALVES;Rua Baltazar Gonçalves;R. Baltazar Gonçalves;N;Via Não Pavimentada;;;396;DOIS UNIDOS
77305;TRV SERRA DO CALABOUCO;Travessa Serra do Calabouço;Trv Serra do Calabouco;S;Via Pavimentada;;;884;COHAB
77313;RUA FERNANDES BELO;Rua Fernandes Belo;R. Fernandes Belo;N;Via Não Pavimentada;;;221;JORDAO
77313;RUA FERNANDES BELO;Rua Fernandes Belo;R. Fernandes Belo;N;Via Não Pavimentada;;;230;IBURA
77321;TRV PICO DA PEVA;Travessa Pico da Peva;Trv Pico da Peva;X;Não definida;;;884;COHAB
77330;RUA ALTO DO PARNAIOCA;Rua Alto do Parnaioca;R. Alto do Parnaioca;N;Via Não Pavimentada;;;884;COHAB
77348;TRV DELFIM;Travessa Delfim;Trv Delfim;N;Via Não Pavimentada;;;256;BRASILIA TEIMOSA
77356;4TR DELFIM;4ª Travessa Delfim;4Tr Delfim;N;Via Não Pavimentada;;;256;BRASILIA TEIMOSA
77364;RUA DEPUTADO EDSON MOURY FERNANDES;Rua Deputado Edson Moury Fernandes;R. Dep Edson Moury Fernandes;N;Via Não Pavimentada;;;213;IPSEP
77372;RUA DEPUTADO CELSO MIRANDA;Rua Deputado Celso Miranda;R. Dep Celso Miranda;N;Via Não Pavimentada;;;213;IPSEP
77399;RUA UNIFLOR;Rua Uniflor;R. Uniflor;S;Via Pavimentada;;;248;PINA
77402;RUA ANTONIO CAVALCANTI DE ARAUJO;Rua Antônio Cavalcanti de Araújo;R. Antônio Cavalcanti de Araujo;S;Via Pavimentada;;;248;PINA
77429;RUA PRESIDENTE EMILIO GARRASTAZU MEDICI;Rua Presidente Emílio Garrastazu Médici;R. Pres Emílio Garrastazu Médici;N;Via Não Pavimentada;;;884;COHAB
77437;RUA MAURICIO DE NASSAU;Rua Mauricio de Nassau;R. Mauricio de Nassau;N;Via Não Pavimentada;;;884;COHAB
77453;EST DO PAIOL;Estrada do Paiol;Est do Paiol;P;Via Parcialmente Pavimentada;;;264;IMBIRIBEIRA
77291;RUA SITIO GAMEIRO;Rua Sítio Gameiro;R. Sítio Gameiro;N;Via Não Pavimentada;;;280;CAMPO GRANDE
77461;RUA LUCRECIA;Rua Lucrécia;R. Lucrecia;X;Não definida;;;922;COQUEIRAL
77488;RUA PROFESSOR ALOISIO PESSOA DE ARAUJO;Rua Professor Aloisio Pessoa de Araujo;R. Prof Aloisio Pessoa de Araujo;S;Via Pavimentada;;;205;BOA VIAGEM
77500;PRC DO GIRADOURO DO SPORT;Praça do Giradouro do Sport;Prc do Giradouro do Sport;S;Via Pavimentada;;;647;MADALENA
77518;2TR SAO BENEDITO;2ª Travessa São Benedito;2Tr São Benedito;X;Não definida;;;248;PINA
77526;RUA GAGO COUTINHO;Rua Gago Coutinho;R. Gago Coutinho;S;Via Pavimentada;;;248;PINA
77216;AV CHAGAS FERREIRA;Avenida Chagas Ferreira;Av Chagas Ferreira;P;Via Parcialmente Pavimentada;;;396;DOIS UNIDOS
77216;AV CHAGAS FERREIRA;Avenida Chagas Ferreira;Av Chagas Ferreira;P;Via Parcialmente Pavimentada;;;400;PASSARINHO
77224;RUA BABILONIA;Rua Babilônia;R. Babilonia;S;Via Pavimentada;;;540;ALTO JOSE BONIFACIO
77224;RUA BABILONIA;Rua Babilônia;R. Babilonia;S;Via Pavimentada;;;531;MORRO DA CONCEICAO
77232;PRC VILA DO MOINHO RECIFE;Praça Vila do Moinho Recife;Prc Vila do Moinho Recife;S;Via Pavimentada;;;175;ENCRUZILHADA
77240;TRV FRANCISCO BERENGUER;Travessa Francisco Berenguer;Trv Francisco Berenguer;N;Via Não Pavimentada;;;302;HIPODROMO
77267;RUA MONTE CARMELO;Rua Monte Carmelo;R. Monte Carmelo;S;Via Pavimentada;;;884;COHAB
77550;TRV CAMPOS TABAIARES;Travessa Campos Tabaiares;Trv Campos Tabaiares;N;Via Não Pavimentada;;;760;ILHA DO RETIRO
77569;RUA POETISA MARIA CELINA MAIA;Rua Poetisa Maria Celina Maia;R. Poetisa Maria Celina Maia;N;Via Não Pavimentada;;;760;ILHA DO RETIRO
77577;RUA AGUA VIVA;Rua Água Viva;R. Água Viva;N;Via Não Pavimentada;;;434;CASA AMARELA
77593;RUA PICO DA PEVA;Rua Pico da Peva;R. Pico da Peva;S;Via Pavimentada;;;884;COHAB
77607;RUA MONTE HEREBE;Rua Monte Herebe;R. Monte Herebe;S;Via Pavimentada;;;884;COHAB
77623;RUA DA JAQUEIRA;Rua da Jaqueira;R. da Jaqueira;P;Via Parcialmente Pavimentada;;;221;JORDAO
77623;RUA DA JAQUEIRA;Rua da Jaqueira;R. da Jaqueira;P;Via Parcialmente Pavimentada;;;230;IBURA
77631;RUA SERRA DO PIAUI;Rua Serra do Piauí;R. Serra do Piaui;S;Via Pavimentada;;;884;COHAB
77658;RUA SERRA BRANCA;Rua Serra Branca;R. Serra Branca;S;Via Pavimentada;;;884;COHAB
77666;RUA CAMPOS TABAIARES;Rua Campos Tabaiares;R. Campos Tabaiares;N;Via Não Pavimentada;;;760;ILHA DO RETIRO
77674;RUA ALTO CACHOEIRA;Rua Alto Cachoeira;R. Alto Cachoeira;N;Via Não Pavimentada;;;884;COHAB
77682;RUA SERRA DO ERVAL;Rua Serra do Erval;R. Serra do Erval;N;Via Não Pavimentada;;;884;COHAB
77690;RUA EUCLIDES GOMES DE FREITAS;Rua Euclides Gomes de Freitas;R. Euclides Gomes de Freitas;S;Via Pavimentada;;;191;TAMARINEIRA
77712;1TR LAGE DE UNA;1ª Travessa Laje de Una;1Tr. Laje de Una;N;Via Não Pavimentada;;;515;MANGABEIRA
77720;2TR LAGE DE UNA;2ª Travessa Lage de Una;2ª Tr. Lage de Una;N;Via Não Pavimentada;;;515;MANGABEIRA
77747;RUA SERRA DA ESPERANCA;Rua Serra da Esperanca;R. Serra da Esperanca;S;Via Pavimentada;;;884;COHAB
77755;RUA ALTO JOSE DO PINHO;Rua Alto José do Pinho;R. Alto José do Pinho;S;Via Pavimentada;;;884;COHAB
77763;RUA MONTE DOS  SANTOS;Rua Monte dos Santos;R. Monte dos Santos;N;Via Não Pavimentada;;;884;COHAB
77771;RUA SERRA DAS RUSSAS;Rua Serra das Russas;R. Serra das Russas;S;Via Pavimentada;;;884;COHAB
77780;RUA MONTE DAS TABOCAS;Rua Monte Taboca;R. Monte Taboca;N;Via Não Pavimentada;;;884;COHAB
77798;RUA SERRA BENTA;Rua Serra Benta;R. Serra Benta;N;Via Não Pavimentada;;;884;COHAB
77801;RUA DAS ARARAS;Rua das Araras;R. das Araras;N;Via Não Pavimentada;;;884;COHAB
77810;RUA ALTO DOS BOIS;Rua Alto dos Bois;R. Alto Dos Bois;N;Via Não Pavimentada;;;884;COHAB
77836;SUB DA PITOMBINHA;Subida da Pitombinha;Sub da Pitombinha;S;Via Pavimentada;;;566;NOVA DESCOBERTA
77844;RUA LUIZ CARLOS GUILHERME;Rua Luiz Carlos Guilherme;R. Luiz Carlos Guilherme;P;Via Parcialmente Pavimentada;;;680;CORDEIRO
77852;VIL ASA BRANCA;Vila Asa Branca;Vila Asa Branca;S;Via Pavimentada;;;701;TORROES
77860;TRV DA OLARIA;Travessa da Olaria;Trv da Olaria;X;Não definida;;;701;TORROES
77879;RUA S D 5038;Rua S D 5038;R. S D 5038;S;Via Pavimentada;;;736;VARZEA
77887;RUA JUREMAL;Rua Juremal;R. Juremal;S;Via Pavimentada;;;582;MACAXEIRA
77887;RUA JUREMAL;Rua Juremal;R. Juremal;S;Via Pavimentada;;;566;NOVA DESCOBERTA
77909;2TR JOSE CORREIA;2ª Travessa José Correia;2ª Tr José Correia;S;Via Pavimentada;;;566;NOVA DESCOBERTA
77917;RUA COPA SETENTA;Rua Copa Setenta;R. Copa Setenta;S;Via Pavimentada;;;566;NOVA DESCOBERTA
77941;TRV FRANCISCO LACERDA;Travessa Francisco Lacerda;Trv Francisco Lacerda;S;Via Pavimentada;;;736;VARZEA
77950;RUA GESUINA MAGALHAES DE ANDRADE;Rua Gesuina Magalhães de Andrade;R. Gesuina Magalhães de Andrade;X;Não definida;;;35;SAO JOSE
77968;RUA DOUTOR RUY LIMA CAVALCANTI;Rua Doutor Ruy Lima Cavalcanti;R. Dr Ruy Lima Cavalcanti;S;Via Pavimentada;;;213;IPSEP
77968;RUA DOUTOR RUY LIMA CAVALCANTI;Rua Doutor Ruy Lima Cavalcanti;R. Dr Ruy Lima Cavalcanti;S;Via Pavimentada;;;264;IMBIRIBEIRA
77984;RUA MELQUI RIBEIRO ROMA;Rua Melqui Ribeiro Roma;R. Melqui Ribeiro Roma;S;Via Pavimentada;;;248;PINA
77992;TRV MAURICIO DE NASSAU;Travessa Mauricio de Nassau;Trv Mauricio de Nassau;X;Não definida;;;680;CORDEIRO
78000;RUA ANA CAMELO DA SILVA;Rua Ana Camelo da Silva;R. Ana Camelo da Silva;S;Via Pavimentada;;;205;BOA VIAGEM
78018;RUA DO PATROCINIO;Rua do Patrocínio;R. do Patrocinio;N;Via Não Pavimentada;;;248;PINA
78042;PRC DA AV. MAURICIO DE NASSAU;Praça da Avenida Maurício de Nassau;Prç. da Av.  Maurício de Nassau;S;Via Pavimentada;;;680;CORDEIRO
78069;AV BEIRA MAR;Avenida Beira Mar;Av Beira Mar;S;Via Pavimentada;;;205;BOA VIAGEM
78077;EST DE FERRO DE SAO FRANCISCO;Estrada de Ferro São Francisco;Est. de Ferro de São Francisco;N;Via Não Pavimentada;;;841;CACOTE
78077;EST DE FERRO DE SAO FRANCISCO;Estrada de Ferro São Francisco;Est. de Ferro de São Francisco;N;Via Não Pavimentada;;;230;IBURA
78085;RUA JOSE MARIA DE MIRANDA II;Rua José Maria de Miranda II;R. José Maria de Miranda II;N;Via Não Pavimentada;;;205;BOA VIAGEM
78093;RUA CANAL DO JORDAO;Rua Canal do Jordão;R. Canal do Jordao;N;Via Não Pavimentada;;;221;JORDAO
